,Script,Era
175948," The sphere came through here. A hole in the world. Not active at the moment, but when we fire particle engines at that exact spot, the breech opens up. ",Modern
167596, Everybody out now! Now! ,Modern
220453," This way, I'm fairly sure. According to the stories, there's a secret way out. If you find it, the Sliders let you go.  ",Modern
171871, The feral child could probably eat it raw. ,Modern
217082, How much of a drop would you say that is? Can you see the bottom?,Modern
216759, Coming.,Modern
165956, I wasn't in the shop. I was outside. I didn't see anything. ,Modern
175467, I haven't seen anything. ,Modern
190152," Actually, chat's second on my list, the first being gun pointed at my head. Which then puts my head second and chat third, I think. Gun, head, chat, yeah. I hate lists. But you could hurt someone with that thing. Just put it down. ",Modern
227167," There you are, get this down you. You'll feel a lot better. ",Modern
207427," Guys, guys, look, I think we should split up. It's our best chance of finding the girl. You know it is. ",Modern
185193, For the glory of Sontar. Sontar-ha. Sontar-ha. Sontar-ha.  ,Modern
168489," Yeah, are you going? ",Modern
236969," Graham, Ravio, this is Yaz. Cybermen have boarded and are on your level. Get back here as quick as you can.   Yaz calling Graham and Ravio, can you hear me? ",Modern
231310," Hi, sire! I know it looks bad, but don't worry. I'm all over it. ",Modern
186794," Well, then. Let's go.   Gravity platform. ",Modern
229558," Blimey. Yes, you are. ",Modern
231212," You can trust me, sire. ",Modern
227802," You're right, I did, but now I think I'm wrong and I'm trying to catch up with what that might mean. If I can access the data it's gathered... ",Modern
212367," Okay, that probably should be question one.",Modern
198966, Ooo what? ,Modern
199593, She's very good at sarcasm. ,Modern
195475," No. Just shifted to the next window. But, wait! He's turning now.",Modern
199107, Where are you coming through? ,Modern
202065, What are you here for? What's happening? ,Modern
190459, You should be with the others. ,Modern
229768, He's the same age as me dad must have been when he had me. Same age as I am now. I never really thought about it like that.  I wouldn't be able to cope having a kid now. ,Modern
199220," Well, we'll stay with you. We'll do the other things. ",Modern
193292," Ah. There you are, Angel Bob. How's life? Sorry, bad subject. ",Modern
212116, A big bit. Look at him now. Robinson Crusoe at the end of time itself. The last man standing in the universe. I always thought that would be me.,Modern
222052,   That's where you're wrong. They have the same  plan they always have. ,Modern
232178, I am Andinio of the Ux. ,Modern
210142, Right here. That's him. That's the Doctor.,Modern
215668," To know that you're just like me!  Oh, and now it begins. Doctor, I do believe you're on call. Miss Oswald expects. Who else but the girl who's got your number? Whoops!",Modern
169668," I like it, don't you? ",Modern
234792, Whatever anyone says. ,Modern
179045, But he can help you. ,Modern
196079," Give me that. Seriously, just give it to me. I'm entitled to phone calls.   Doctor?",Modern
181225, I think he came with us. ,Modern
207894," Yes. I'm the Doctor, you're nuts and I'm going to stop you. ",Modern
229632," Okay, you take port, I'll check starboard. ",Modern
222256," Yeah, but, well, you know, half the students                   here are blokes.",Modern
227477," Yeah, it's good this, innit? Now I'm all made of glass, not just my nipples. Yeah, but they got my hair a bit wrong though, didn't they? ",Modern
181906, Stop it! ,Modern
167743," And let's just keep the whole world thinking that way, right kids? ",Modern
169121, It's me. Nancy!,Modern
176135," Well, don't complain! ",Modern
217120," Everything he had, I have.",Modern
184986," Launching in sixty, fifty nine, fifty eight, fifty seven, fifty six. Worldwide nuclear grid now coordinating. Fifty four, fifty three. ",Modern
188865, Behold. The apotheosis of my genius. ,Modern
222558," Goodbye, Heather.",Modern
204817," Because they pull at each other. Because they pull at me, and because the travelling is starting to feel like running away. ",Modern
240900, The Doctor cannot save you. The Doctor will never save you.,Modern
171683, You're completely mad. I can see why she likes you. ,Modern
206821, It is time I learned the measure of my enemies. ,Modern
217301," Okay, don't ever tell anyone that I did this.  A little bit of regeneration energy. Probably cost me an arm or a leg somewhere down the line. Or I'll just be really little.  Should be enough, just to ",Modern
231226," And I know everything about Satan. Together, we will find where he is hiding and cut him out. By nightfall, every last witch in this village shall be destroyed.",Modern
209985," Linda, I don't think Clara wants to talk about it. ",Modern
185605," Jenny was the reason for the Tardis bringing us here. It just got here too soon, which then created Jenny in the first place. Paradox. An endless paradox. Time to go home? ",Modern
172579, Ahem. ,Modern
238879, She so loves doing that. ,Modern
203001, Mother! You've got to see this! ,Modern
233986, Our friends are out there.   All guests within the hotel building,Modern
239807, There. As human as they come. Now you.  ,Modern
225453, It's a movie. You haven't seen it? ,Modern
178640," Then I will extract prisoners for selection.   Intelligence scan, initiate.   Reading brain waves. Low intelligence. ",Modern
229605," Where are we? There's a lot of stuff out there. Space junk, asteroids. ",Modern
235803, I'll chop your hand off! ,Modern
219360," Because I've been where you have. There was another box. I was going to press another button. I was going to wipe out all of my own kind, man, woman and child. I was so sure I was right. ",Modern
176686, Where were you the whole time? ,Modern
228719," I agree. I'm sorry, Ryan. ",Modern
174492, Is there no such thing? Doctor.,Modern
171897," If you want to get back home, we can help. ",Modern
216755," Decrypting. We're getting text through, I think.",Modern
178091, Certainly. Never let it be said I've lost my manners. ,Modern
185977, I did not. ,Modern
186220, Bet your life? ,Modern
209501," You know, I really think you might. ",Modern
186014," Damn it, you humanzz, worshipping your tribal sky godzz. I am so much more. That night, the universe exploded in my mind. I wanted to take what wazz mine. And you, Agatha Christie, with your railway station bookstall romancezz, what'z to stop me killing you? ",Modern
230308," No idea, but the Doctor said get out of the forest. Come on! ",Modern
201636, They can't shunt within the same timestream. ,Modern
185285, I'm not a monkey. Or a child.,Modern
174326, It says Habitation three. ,Modern
170444, There's nothing there. ,Modern
230753, I love butter. ,Modern
214023," No. No, it's not. Not for me. Cos now it thinks I'm you.   Start the clock.   Hello.  I'm so pleased to finally see you. I'm the Doctor and I will be your victim this evening. Are you my mummy? But you can't hurt me until my time is up. I think. So are there magic words? Is there a way to stop you in your tracks? Oh, you really didn't like your gran, did you? There's something visible under the bandages. By the way, you weren't being paranoid. She really did poison your pony.",Modern
227443, Wounded man here!   Wounded man here! Wounded man! ,Modern
214520, I'm flattered but I don't think this is exactly the time ,Modern
223988, Has he got his tunes on? ,Modern
214863, Why now? Why are you here now? ,Modern
231664, What was the noise?  ,Modern
219555," Oh, no. No, no. enough of that.   It's almost like someone's",Modern
199504," Yeah, okay. Thanks. ",Modern
212420, A thing will happen?,Modern
219856," Okay, so why don't I remember anything?  ",Modern
165930," Very clever. Nice trick! Who were they then, students? Is this a student thing or what? ",Modern
187060, Running which way? ,Modern
215930," Cool exit line, though. ",Modern
219160," Now, listen to me. Here's what we're going to do. I'm going to ask you questions and if you don't tell me the exact and complete truth, I will know and I will kill you. Do you understand me? ",Modern
190316, They can run faster than us. We need a lift.,Modern
210721, You've redecorated. ,Modern
170553," Dalek plan. Big mistake, because what have they left me with? Anyone? Anyone? Oh, come on, it's obvious. A great big transmitter. This station. If I can change the signal, fold it back, sequence it, anyone? ",Modern
184797," And it's aliens, is it? Aliens? ",Modern
169157, Have you got a blaster? ,Modern
192128," How big is this beastie? It's gorgeous. Blimey, if this is just the mouth, I'd love to see the stomach. Though not right now. ",Modern
197425," Captain, I've got. I don't know what I've got. ",Modern
213270, Yeah.,Modern
181789," That. That tapping, that rhythm. What are you doing? ",Modern
222580, I have no choice. I'm here for a reason. I am                   in disguise. I have promises to keep. No one can know                   about me.,Modern
203254, Something like this was bound to happen. What are those? ,Modern
179236," But look at what you've built here, now. You've laid the foundations for an empire. An empire we can rule together.  Well, what's wrong? ",Modern
232682, Who has access to the archives?,Modern
217942," I need to erase that message from your mind, but it's fine, I'll do it later.",Modern
216333," Oh, for Easter's sake! Of course you've been dreaming. Haven't you been paying attention? ",Modern
188971, Do as he says. ,Modern
240550, Daleks answer to no one. ,Modern
233454," Yah! One last thing. Something you should know in the seconds before you die. Everything that you think you know... is a lie. Got you, finally. ",Modern
194356, Stop it. ,Modern
177337," What, into space? ",Modern
185962, I had no choice. Imagine the scandal. The family name. I'm British. I carry on. ,Modern
226959," Listen. One of us has to stay down here and blow up a lot of silly tin men, and one of has to go up there and look after a lot of very scared people, day after day, for the rest of their lives, and keep them safe. Now the question is this, Nardole. Which one of us is stronger? ",Modern
200412, Short cut. ,Modern
240779, Oh my...! What? Three years? That is so stalkery. ,Modern
195645, Has anyone ever told you that you're a bit weird? ,Modern
189180," You there, boy. What day is this? ",Modern
201968, Which one? ,Modern
208667, What's wrong with him? What's happening? ,Modern
170160, Don't be so stupid. That's how they played it centuries back. ,Modern
235882," That's not the mad bit. But the past few days... I've seen him. At night. Outside the flat, across the hall. In my room. ",Modern
207439, We are in space! ,Modern
221956, I'm not comfortable in restaurants. ,Modern
200271, Commander Strax! ,Modern
174041, No idea. More fun that way. ,Modern
218450," You'll need a mask, sidekick. Watch and learn. ",Modern
216219, Yeah. Just a minute. ,Modern
229103," My God, Anna. ",Modern
213329, Run! We have power. Run!  ,Modern
206033," Ah, see? Look, it's me. De-monked. Sensible clothes. Can I come in now? ",Modern
222403, What if it attacks us?,Modern
204774," Oh, yes! Second set, Doctor! Ha ha! Oh, if Fred Perry could see me now, eh? He'd probably ask for his shorts back.",Modern
222037, Oh. I don't understand. ,Modern
183437, Seriously? ,Modern
225406," Bill. Bill, no, don't, Bill. Bill, Bill. It will kill you, Bill. It's too powerful. Bill, I, I order you!   I'm ordering you not to do this! Bill! Nardole, untie me! Nardole, untie me now!   Bill, don't do this! ",Modern
183319," It's the inducer. We had planned to seed millions, but if that man's an alien, then he's alerted the Shadow Proclamation, and the first one million humans will have to do. Find him. And the woman. Don't waste time, just kill them.",Modern
183006, Titanic falling. ,Modern
179765, Korwin's gone. ,Modern
234842, Don't lie to us. ,Modern
231397," See you brought a gathering. Thanks very much. Mind if I take off my coat? Lots in my pockets, might stop me floating.  Course, as a woman, you don't get to have pockets for a while yet. A girl called Izzy Flint bullied my friend Yaz, so no one would pick on Izzy.  That's what you're doing. Pointing the finger at other people, so no one points it at you. But what I don't know is, why? What are you hiding, Becka? ",Modern
211015, Does it know we're here?,Modern
222668, And? ,Modern
193193," Doctor, the statues. They look more like Angels now. ",Modern
232298, He's targeting Earth. ,Modern
185644," Drinks, sir? Ma'am? ",Modern
204175, Would you like to know?   You don't exist. It's never done that. ,Modern
193999," Right, so one minute it's all you make people a danger to themselves, and the next it's we're not leaving you. But if one of you gets squashed or blown up or eaten, who gets the ",Modern
182758," I can't, Doctor! ",Modern
173007, Yeah. If I haven't found something better. ,Modern
213477," Yeah, well, I can't make it.",Modern
219355, You didn't wipe my memory. ,Modern
191599," Look where?  Exactly where you don't want to look. Where you never want to look. The corner of your eye. Look behind you.   That's, that is not possible. How's that possible? ",Modern
190322, Gadget gadget. ,Modern
202253, Shush.   It's okay.   Ah ha! That's very odd. It must be on low power. Or I'm better at that than I remember. ,Modern
178438," We're way beyond half a mile. There's no collapse, nothing. ",Modern
219009, Clara. ,Modern
185090, But the Sontarans have got lasers. You can't even see in this fog. The night vision doesn't work. ,Modern
211602, What ails him?,Modern
214153," Clara, it's always lighter. If the Tardis were to land with its true weight, it would fracture the surface of the Earth. ",Modern
189125," I said, Rose Tyler. ",Modern
211755, Doctor,Modern
215683," Danny's dead, Clara. ",Modern
230863, I don't think we should do this. If Mister Slade finds out... ,Modern
190393," They tell legends of Mars from long ago, of a fine and noble race who built an empire out of snow. The Ice Warriors. ",Modern
197896," Ah. Yes, yes. I just felt a bit sick. It's the prison food, probably. Okay, this way? What do you think? ",Modern
180274," That's exactly the problem, sir. They only have spears. ",Modern
166351," Indubitably, this is the Bad Wolf scenario. I find the inherent laxity of the on-going multiverse ",Modern
186168, It's donating a face! ,Modern
232406," Delph, this is our home. We must stay here.  ",Modern
200616," Well, I was on my way to this gay Gypsy Bar-Mitzvah for the disabled, when I thought gosh, the Third Reich's a bit rubbish. I think I'll kill the Fuhrer. Who's with me? ",Modern
226659," Well, kind of, yeah. ",Modern
231297," Of course. Not to kill her, but to fill her. Ooo, check out my rhymes. poetry under pressure. Oh, what you doing? You want this? It's one of you, is it? Or part of you?   No, no, no, no. Not until you tell us what's going on here. Urgh, don't like the look of your hands. It's all bubbling away inside you, isn't it?  Oh no, you're not filling me. If you're that desperate for it, here, have it.   Oh. Delightful. Down the hatch. I've got so many questions right now, like, did you drink that or absorb it? Are you all one big muddy mass, or separate entities,  only taking the one body? ",Modern
187853, Who typed this? I'm your PA. Did you get somebody else to type this? Beatrice? ,Modern
205176, I won't let them take him. That's what we've got. ,Modern
177693, Masters! ,Modern
216125, Yes. ,Modern
223711," No reception. Shireen, please sort the record out.   Oh, no! Wait, wait, wait! Is it something to do with the music? Did someone do this to you? ",Modern
215653," Oh, my God. Danny ",Modern
224837, There was drinking. There were breakages. ,Modern
211607,"He's like this whenever he's in any kind of danger. He just can't seem to cope. He gets so afraid. He goes into a kind of fit. I honestly believe that he may die of sheer fright, like some tiny, shivering little mouse. Oh, God, I think he's soiled himself.",Modern
198156, And Silence will fall.,Modern
181644," Anyway, why don't we stop and have a nice little chat while I tell you all my plans and you can work out a way to",Modern
217181," There's no such thing as the Doctor. I'm just a bloke in a box, telling stories. And I didn't come here because I'm ashamed. A bit of shame never hurt anyone. I came because you're sick and you asked. And because sometimes, on a good day, if I try very hard, I'm not some old Time Lord who ran away. I'm the Doctor.",Modern
204822," Because you were the first. The first face this face saw. And you're seared onto my hearts, Amelia Pond. You always will be. I'm running to you, and Rory, before you fade from me. ",Modern
182290," It's him! It's him! Oh my God, it's him! It's the Master. He's here. ",Modern
229708, What did you want to show us? ,Modern
170388, Do I look like an out of bounds sort of guy? ,Modern
166229, I mean people. What do you mean? ,Modern
239123," Your body is breaking, Doctor. We can sense it. You must leave. ",Modern
240143," When I said I couldn't talk to you about it, I really meant it.  ",Modern
178694, How did you end up in 1930? ,Modern
191362," You'll die with me, Doctor. ",Modern
214475," I don't know. My shields have gone. Structural integrity is failing. Another blow like that and I've had it.   Er, I'm on the train lines. And there's a train coming. Of course there is. Short-term re-materialisation? Not enough power. Teleport? Not enough power. Re-route the heart of the Tardis through - not enough power! Not enough power! ",Modern
195967, Just going in. ,Modern
225131, Including you? ,Modern
238376, Pretty much. ,Modern
188769, This is Time Lord treachery. ,Modern
229128," A woman has died, and I think you know more than you're telling. ",Modern
212339, The Bank of Karabraxos is impregnable.,Modern
233957," Well, we like to surprise. Just like this hopper virus I found in your vending machine. This'll mutate any system it hops into and wreck it.  This is part of a family set, so there are other replications out there, which might explain why your ionic membrane's failed.  Why would you need to defend a holiday spa with an ionic membrane?",Modern
224034," There are suits in there! For God's sake, stay away from the suits! ",Modern
186023," If I started this, Doctor, then I must stop it. ",Modern
240546, I am not Nick. This area is now under Dalek control. ,Modern
176881," But I still don't understand. I'm full of particles, but what for? ",Modern
174179, The earthquake. This section collapsed. ,Modern
181108, Keep looking at it. Keep looking at it. ,Modern
237204," Impossible to tell. It took up a lot of space in the Matrix, though. Yeah. There is one final trace. Those glitches of Ireland  you keep seeing. Those images, they were buried deep in the Matrix. Tecteun put a visual filter over it so that no one who watched it  would find it remarkable. I transmitted them into your mind as you tracked the Cybermen. Maybe this is the last gift of a parent.  A clue. Or an apology. You can decide. Did Tecteun leave these images for you to decode one day?",Modern
181010, You put the Easter Egg on. ,Modern
186953," They call it the Sapphire Waterfall, but it's no such thing. Sapphire's an aluminium oxide, but the glacier is just compound silica with iron pigmentation. ",Modern
211777, I cheated. I made a special arrow with a homing device.,Modern
229659, Oh. ,Modern
168697, Yeah. ,Modern
238627," We are the Guardian Priests. We maintain the Temple of Atropos on the planet of Time. All Time passes through the Mouri. Must pass through the Mouri.  Before Atropos, Time ran wild. To harness, the Mouri were assigned. ",Modern
224582, You're right.  ,Modern
180142, Tell me. ,Modern
220706, Awesome.  ,Modern
177794, Lots of planets in the sky? ,Modern
172212," Well, UFO sighting, school gets record results. I couldn't resist. What about you? ",Modern
167554, You don't even know what it is. You'd just let me? ,Modern
208223, Yes. ,Modern
203684, You are the Predator. ,Modern
238881," Atropos. That's where I found you. Tell Psy-Ops to alert the Mouri skeins - they should be on standby - and tell the fleet to ramp up second wave of aerial shelling.  We all know why we're here. We rescue those hostages, end the siege, reset Time so the universe can function again. The only way in's through the front,  risking our lives to save others'. The usual. On my command. The universe is relying on us.",Modern
188803, Oi! ,Modern
217824," No, wait, you're moving, going toward the control panel.   Oh, no. He's opened the Faraday cage. He's let the other ghosts out. ",Modern
183262, Hold on. Hold on. We can get in through the window. ,Modern
236574, Yes. You are. ,Modern
203855, Oswin! ,Modern
179019, Connection confirmed. All soldiers will take heed. All weapons will be primed. ,Modern
215937, We'll disable the security protocols. ,Modern
191620, Corner of your eye. ,Modern
172257," Ooh, what's the nasty lady done to you, eh? ",Modern
210130, I'm sorry? ,Modern
215978," Oh, dear Lord, she's not actually ",Modern
238973, Then you've got a lot to figure out.,Modern
168296," Well, I don't know! ",Modern
168617, But someone must have called the police. ,Modern
175608," I'm coming to hurt you.  I'm coming, coming to hurt you. ",Modern
229500,  Oi! Who took you rainbathing in the upward tropics of Kinstarno? ,Modern
188631, And you made a new race of Daleks. ,Modern
215589, Hello? Hello?,Modern
235264," Yeah, he got interrupted. ",Modern
205479, What's she looking at? ,Modern
221250," Additional, the projectile inside your brain continues to move. Prognosis, death in seven minutes. ",Modern
234488," Is this what you found in the generator? Giving off all that energy, but why? ",Modern
167745, And you claim greater knowledge? ,Modern
227286," I'm trying to match her face in the Tardis data bank, but there's hardly anything in it yet. We need a bigger database.  Possibly the Matrix on Gallifrey. No. We need something bigger than the Matrix.",Modern
215849," You and Danny are together now. That's great. That's how it should be. But the old man and the blue box, that's never going to fit in. So no more flying around. No more lying.",Modern
197650, I'm not lying. ,Modern
227657, He gets cross cos he can't ride it. ,Modern
182271," Couldn't get any, and I'm starving. ",Modern
176251," You two, guard to door. ",Modern
184434," Oh, come on. Even I know that. Everyone's got ATMOS. ",Modern
166208, Thanks for what? ,Modern
224188, Or my lungs'll explode. ,Modern
221082, It wouldn't be the first. ,Modern
232551," Yeah. Yeah, good shout, good shout. I'll just get me coat. ",Modern
222952," The Vardy are identifying as under attack, which means they identify as a species. They are self-aware. They, they're alive!  ",Modern
208263," Children. Yeah. They're fine. I mean, right now their brains are just in stand by mode. ",Modern
233514, This better work. ,Modern
169509, He's just a little boy who wants his mummy. ,Modern
214206, It's like one of those locked room things you get in books.,Modern
187505, He's lying. Look at his face. ,Modern
189705, Holidays in the Kalahari. ,Modern
240525, I'm Nick. ,Modern
166441," Where are am I going to go, Ipswich? ",Modern
167124, What're you two chimps going on about? What's going on? What's this Doctor done now? ,Modern
186025," It's all my fault, it's all my fault, it's all my fault. ",Modern
217590, And now there's three of them.  ,Modern
239989," No, no, no, don't touch her!  ",Modern
206506, You didn't get it wrong. ,Modern
181880," Let them go, Saxon. Do you hear me! Let them go! ",Modern
178326, The mast on this building needs extra work completed by tonight. ,Modern
213153, Doctor!,Modern
202495," I am a dead man, unless you concede the game. ",Modern
239610," Of course. They've taken the village out of Time, out of space, to isolate. To extract the target.",Modern
211548," It would definitely be me, though, wouldn't it?",Modern
191983, You'll have to walk home then. ,Modern
216263, Because it's true. How long do you think you've been here? ,Modern
211763," Bow down before your new king, you prince of knaves!  Argh!",Modern
238030, There's something out there.  ,Modern
205051, The lights are out. You'll last longer with these. ,Modern
175432," I try to help them, but they don't stop moaning. ",Modern
239986, What for?  ,Modern
221657, Good plan. Here's another one.   Go on. Tell them  you shot us in the back in self-defence. We'll be laughing all the way to  the slab. ,Modern
185068," What, what's it look like? ",Modern
177890," Oh, we're not kidnappers. Not really. ",Modern
198488, I said wait. And barricade the door after we've gone. ,Modern
229893," Your slow pulse, my really good hearing. You asked Ronan for some. It isn't corton fever, is it. Is it pilot's heart?  I'm sorry, Eve, but if we're going to survive this, you need to be honest with me. ",Modern
224262," Okay, we'll pick her up. Come on. ",Modern
196387," Well, then shut down the Tardis. Shut down everything!",Modern
228324," No, not really. Thanks for waiting. ",Modern
174329," Oh, my God. ",Modern
184564, And then you're coming back. ,Modern
198775, What about all this stuff? Where did this come from? ,Modern
173928, They executed me. But I escaped in this form and fled across the stars. ,Modern
180435," Perhaps if that human heart breaks, the Time Lord will emerge. ",Modern
207923, Ada. ,Modern
217863, This isn't about saving me. I'm a dead man walking. I'm changing history to save Clara.,Modern
227979, On a spaceship.  ,Modern
194481," Ambrose Northover. I was the one who called. I run the meals on wheels for the whole valley. This is my son, Elliot. ",Modern
167969, Level forty nine. ,Modern
197584," Hey, it mattered to him. ",Modern
193130," Yeah, and you're alive. ",Modern
199982, She's on a break. She can do what she likes. Now try again. ,Modern
184252, It won't exist for very much longer. Enjoy your Ood. ,Modern
229994, And dead. Doctor...  ,Modern
233259, The project must continue as planned. We must defend. ,Modern
213121," Excuse me, I think the caretaker wants me.",Modern
192269, Shouldn't we say goodbye? Won't they wonder where we went? ,Modern
228277," Got anything there, Doctor? ",Modern
197895, Are you okay? ,Modern
193037," Yes, I get that. So? ",Modern
172025, I would destroy myself rather than let that creature infect me. But that's no matter. I ask only that you find some place of safekeeping for something far older and more precious than myself. ,Modern
219330," Oh, will you? Well, maybe, maybe you will win! But nobody wins for long. The wheel just keeps turning. So, come on. Break the cycle. ",Modern
212896," Sorry, what did you say? What was she doing in here?",Modern
219807, Like a story.,Modern
202559," It's a still point in time. Makes it easier to create a fixed point. And your death is a fixed point, Doctor. You can't run away from this. ",Modern
222812," Well, the obvious. We find a real wall. Oh, you really are smiling, aren't you? ",Modern
204307, What are you doing? ,Modern
196505, But she's already dead. ,Modern
202843, The Doctor lies. ,Modern
204702," Brian, you're still here. ",Modern
215413, I love you. ,Modern
195163," Okay, everyone follow Nasreen. Look for a blue box. Get ready to run. ",Modern
188593," Doctor, it's the Daleks. ",Modern
225495, Why'd you call him that? ,Modern
198649, You were right. There was something staring at us the whole time. How long has this ship been marooned here? ,Modern
202998," Lily and Cyril's father, my husband, is dead and they don't know yet, because if I tell them now, then Christmas will always be what took their father away from them, and no one should have to live like that. Of course, when the Christmas period is over, I shall. I don't know why I keep shouting at them. ",Modern
234890, Through here.  ,Modern
192583," Anything you can do, sir? Over. ",Modern
222427, Are you from space?,Modern
206063, What did I miss? ,Modern
216850," Three weeks? It must be nearly bedtime. Well, we've partied.  Yes! I helped you dig a well, with a first-class, child-friendly visitor's centre! I've given you some top-notch maths tuition in a fun but relevant way. And I have also introduced the word ""dude"" several centuries early. Let me hear you!",Modern
216661, No more distractions. Got to focus. No more distractions. Bors!   Are you any good with a broadsword?,Modern
166598, And it's not Naples. ,Modern
211013, Yeah. ,Modern
190072, Target at nine o'clock.   I don't believe it. Guns that work. ,Modern
215290," Shut up, Doctor.",Modern
210081," The first face this face saw. We all change, when you think about it. We're all different people all through our lives. And that's okay, that's good, you've got to keep moving, so long as you remember all the people that you used to be. I will not forget one line of this. Not one day. I swear. I will always remember when the Doctor was me. ",Modern
236554, I was. ,Modern
190419, A filter! One tiny little filter and then the Flood. ,Modern
192056, About what? ,Modern
169948, It just went crazy! ,Modern
196663," River, he died. ",Modern
235837," What are you doing here, man? ",Modern
183127," No, I feel fantastic. It's a new lease of life. Now, what do you think about these earrings. Do they work? ",Modern
204512, But I think we should put aside what he did and find another solution. ,Modern
173006," Back here, twenty four hours! ",Modern
178851," Then our purpose is wrong. Where has our quest for supremacy led us? To this. Hiding in the sewers on a primitive world, just four of us left. If we do not change now then we deserve extinction. ",Modern
210285, No.,Modern
199612," Very important, Pond. Breathe. ",Modern
189162," I was asleep on my bed in my clothes, like a flipping kid! What do you let me do that for? Don't mind me. Donna. ",Modern
223765, In the house. ,Modern
183294, Matron Cofelia of the Five Straighten Classabindi Nursery Fleet. Intergalactic Class. ,Modern
206875," Ah, right. ",Modern
180215," I say, hello? Was that some kind of aeroplane? You chaps all right?   What? That's, that's impossible.   Some kind of door. Hello? Is anyone there? ",Modern
215056, Is dead.,Modern
209820," With every victory, the town celebrated. ",Modern
209046," You. How can you be here? More to the point, why are you here? ",Modern
197448," Yeah, but why are you dressed like that at all? ",Modern
171376, This is beyond coincidence. This is destiny. At last I can be revenged on that little,Modern
185816, Can we return to sanity? There are no such things as giant wasps. ,Modern
209205, A bit. Nice suit. ,Modern
168505," No, I get it! For once, you're not the most important man in my life. ",Modern
182390, I guess you don't know me so well. I refuse. ,Modern
218311, The ability?  ,Modern
224721," It means I'm a scary, handsome genius from space and I'm telling you no, she's not out of your league. ",Modern
204111, That's a surprisingly good question. Display life signs for Homo Reptilia.   But where have they gone? ,Modern
220486," Was she, er, Was she nice, the President's wife?  ",Modern
230124, We're on our way to say hello. Bit of a surprise. ,Modern
188244, That's impossible.,Modern
192589," Direct hit, sir! ",Modern
194735, Are you sure? By yourself? ,Modern
234350, Isolating Wheezy. It's the Dreg leader. ,Modern
187441," No, but ever since all the trouble started, you've been loving it. ",Modern
175615, It only needs heat. ,Modern
207495," Console room, echo imprint of the original. ",Modern
187487," Oh come on, just listen to yourself, please. ",Modern
225437, Not quite the first. ,Modern
212266, What happened? What did you see? What's out there?,Modern
239689, Yes!  ,Modern
192230, What are you doing? ,Modern
168776, Are you all right up there? ,Modern
218742," So, where are you going to take me? ",Modern
188088," And, and it belonged to the Doctor? ",Modern
185607, Are you sure about this? ,Modern
225552, The last thing I'm going to do is take sides. But isn't it obvious? Friday has been using you all along.  His aim was to get back to Mars and find his Queen. ,Modern
203344," Madge, what am I doing here? ",Modern
202147, No. ,Modern
208523, So we're not there? ,Modern
188649, They're here.,Modern
188775, The Crucible has a heart of Z-neutrino energy. The Tardis will be deposited into the core. ,Modern
218749," Any second now, you're going to stop that countdown. Both of you. Together.",Modern
216353, Living in a phone box. ,Modern
226854," Oh, I was hoping someone would say that. For a moment there I was feeling a glimmer of purpose.",Modern
198002," No, no. It's not Apollo 11. That would be silly. It's Neil Armstrong's foot.",Modern
187819," It's like, it's like there's something I can't see. ",Modern
227042, Doctor.  ,Modern
188218, Don't know. It came from outside. ,Modern
169223," Okay, on my signal make for the door. ",Modern
191626, I heard you on the radio. You called for back up. ,Modern
169021, There was a lot of food in that house. I've got mouths to feed. Should be safe enough now. ,Modern
239033, Working for the Division must be so compromising. ,Modern
173875," Sorry. Er, mum can't make it down. ",Modern
185579, Is that the Source? ,Modern
189939, Not a dickie bird. So let me get this right. You need that crystal? Then consider it done. ,Modern
214760," Er, yep.  ",Modern
229595, Where's the crew? ,Modern
189874," Well, that's why I'm phoning. You'll work it out, if I know you, sir. ",Modern
197257, He's not like his father. ,Modern
202916," Oh, don't be silly. It's Christmas Eve. No one should be alone at Christmas. ",Modern
204418," Isaac, I think the time for subterfuge has passed. Good afternoon. My name is Kahler-Jex. I'm the doctor. ",Modern
216601, Look after the universe for me. I've put a lot of work into it.,Modern
224948, You seem pretty damn calm about it. ,Modern
205171, What is that? ,Modern
230984, I think these are the remnants of the missing workers. We're under a vast liquidisation tank. ,Modern
216481, Leave it? ,Modern
194708," Push, Elliot. Give it a shove. ",Modern
227780," What's your best guess, love?  ",Modern
192072," Well, it's kind of weird. A long time ago tomorrow morning. I wonder what I did? Hey, hey. Result! Coming? ",Modern
225968," Oh. All right. Yeah, I got it. You're like Vitus, then. ",Modern
172085, Not remotely amused. And henceforth I banish you. ,Modern
202831," Yeah, but I can remember it, so it happened, so I did it. What does that make me now? I need to talk to the Doctor, but I can't now, can I? ",Modern
188960," Already I have seen them sacrifice today, for their beloved Doctor. The Earth woman who fell opening the Subwave Network. ",Modern
169384," No, not in here. Not with him. ",Modern
221962," Yep, low orbit.",Modern
212963, I want a word with you.,Modern
205450," Perhaps if you asked her in the right way, there's no one she'd rather tell. ",Modern
186604, Good. ,Modern
241071, Must be some treasure. ,Modern
180911, What were the same? What is this? Who is he? ,Modern
177030," That's only to be expected. There's a thunderstorm moving in and lightning is a form of static electricity, as was first proven by. Anyone? ",Modern
175586, Yeah. ,Modern
179893, Decompression initiated. Impact in twelve fifty five.,Modern
206499, Leave. You'll wake him. ,Modern
192378," Everything. They invaded your world, remember? Planets in the sky. You don't forget that. Amy, tell me you remember the Daleks. ",Modern
208082, She's not our mum. ,Modern
208052, Angie! ,Modern
