"","Character","Script","Script_lemm"
"76671","DOCTOR3"," But we'll need to link up to the main power supply.","need link main power supply"
"76681","DOCTOR3"," Oh no, not a bit of it, old chap. That modulator's utterly reliable, but I'd be very grateful if you'd keep a close eye on it, would you? Well, are you ready? ","bit old chap modulator utterly reliable grateful keep close eye would well ready"
"76683","DOCTOR3"," Here goes.   It's all right, don't worry. Just you keep your eye on that centre dial. ","go right worry keep eye centre dial"
"76688","DOCTOR3"," Now, you listen to me, Varan. For the last time, I tell you I am not an Overlord. I've come to help your people but I must find Ky. ","listen varan last time tell overlord come help people must find"
"76690","DOCTOR3"," You will take me to Ky or I will leave you here for the guards to find. Now, do you give me your word as a warrior?   Lead the way.   What the blazes is that? ","take leave guard find give word warrior lead way blaze"
"76694","DOCTOR3"," It's a simple atmospheric disturbance, Varan, and something very much to our advantage.   Well, now what's the matter? ","simple atmospheric disturbance varan something much advantage well matter"
"76696","DOCTOR3"," Did I say I was an Earthman? ","say earthman"
"76729","DOCTOR3"," Well, somebody's been here. I wonder why they left? ","well somebody wonder leave"
"76731","DOCTOR3"," Perhaps, but I hope the answer to their mutation is in here.   Come on. Let's find Ky. ","perhaps hope answer mutation come let find"
"76733","DOCTOR3"," Something's going on in there. Perhaps it's Miss Grant. ","something go perhaps miss grant"
"76735","DOCTOR3"," What is it? Varan, the great warrior, afraid of the dark? ","varan great warrior afraid dark"
"76737","DOCTOR3"," I'm delighted to hear it. Come on then. ","delight hear come"
"76740","DOCTOR3"," Leave him alone! Go on, back! Get back! Get back. Leave him be!  Go on. Back! Go on! Go on!   So, you must be Ky. How do you do? I'm the Doctor. That's the idea. Now then, where's Miss Grant? ","leave alone back get back get back leave back must doctor idea miss grant"
"76742","DOCTOR3"," Steady, old chap. He did help to save your life, you know. ","steady old chap help save life know"
"76751","DOCTOR3"," To find her.   And to give you this. ","find give"
"76754","DOCTOR3"," Perhaps these tablets are worth more to you than any weapons. ","perhaps tablet worth weapon"
"76756","DOCTOR3"," Well, read it, man. Well, what does it say? Read it! ","well read man well say read"
"76758","DOCTOR3"," But you've seen this kind of writing before? ","see kind write"
"76760","DOCTOR3"," Yes, but they must mean something, otherwise why would I have been sent here? ","yes must mean something otherwise would send"
"76762","DOCTOR3"," No, I'm sorry, I can't go yet. ","sorry yet"
"76764","DOCTOR3"," I can't go yet. Not without Miss Grant. ","yet without miss grant"
"76766","DOCTOR3"," Now, Varan, wait. Varan, wait! ","varan wait varan wait"
"76768","DOCTOR3"," No. Right, Ky. Take me to Miss Grant. ","right take miss grant"
"76770","DOCTOR3"," There must be somebody on Solos who understands the old language. ","must somebody solos understands old language"
"76774","DOCTOR3"," Our friend the Marshal, again?","friend marshal"
"76780","DOCTOR3"," Perhaps. We'd better start searching, hadn't we?","perhaps well start search"
"76794","DOCTOR3"," Well, we'll just have to search them all over again, won't we? ","well search"
"76798","DOCTOR3"," Yes. They don't attack us in the tunnels. Only in here. This chamber must be important to them. ","yes attack tunnel chamber must important"
"76802","DOCTOR3"," Yes. Yes, it's strange. Let's keep searching. Come on.","yes yes strange let keep search come"
"76829","DOCTOR3"," All right. Quick, back to the chamber. ","right quick back chamber"
"76832","DOCTOR3"," Shush! Wait. listen.   That's Jo Grant in there somewhere. Jo? Jo, are you in there? Jo?   Jo? Jo, are you all right? Jo? ","shush wait listen grant somewhere right"
"76834","DOCTOR3"," Yes, it's all right. It's me. ","yes right"
"76839","DOCTOR3"," Yes, she's over here. She appears to be injured. ","yes appear injured"
"76852","DOCTOR3"," Mmm hmm. ","mmm hmm"
"76858","DOCTOR3"," Well, whatever it was, it brought you back here. ","well whatever bring back"
"76860","DOCTOR3"," Here, just a minute. I don't particularly want to find myself in the Marshal's hands again, thank you very much. ","minute particularly want find marshal hand thank much"
"76870","DOCTOR3"," Let me see those tablets again, Ky. The answer must be here somewhere. ","let see tablet answer must somewhere"
"76876","DOCTOR3"," Whatever it is, I think we'd better follow it. Come on.","whatever think good follow come"
"76887","DOCTOR3"," Lead. What does lead mean to you, Jo? ","lead lead mean"
"76889","DOCTOR3"," Yes, exactly.","yes exactly"
"76891","DOCTOR3"," Professor Sondergaard, I presume. ","professor sondergaard presume"
"76904","DOCTOR3"," This, er, increase in aggression that you speak of. It seems to be spreading. ","increase aggression speak seem spread"
"76906","DOCTOR3"," Ky! This is not a political meeting. We're all on your side, you know, all of us. ","political meeting side know"
"76908","DOCTOR3"," Look, give him a chance to explain! ","look give chance explain"
"76911","DOCTOR3"," But you have continued with your research? ","continue research"
"76919","DOCTOR3"," Professor Jaeger's experiments. ","professor jaeger experiment"
"76921","DOCTOR3"," Yes. Yes indeed. But why was I sent here? Where do these tablets come in? Ky. ","yes yes indeed send tablet come"
"76930","DOCTOR3"," Yes, but what do they mean? ","yes mean"
"76932","DOCTOR3"," Yes, I can see that, Professor, but can you read them? ","yes see professor read"
"76934","DOCTOR3"," And ended, if we don't get a move on, I think. ","end get move think"
"76936","DOCTOR3"," Professor. Professor, is there another way out? ","professor professor another way"
"76943","DOCTOR3"," No. Sorry, Stubbs, no, you go. Take Miss Grant with you. The Professor and I have got work to do. ","sorry stubbs take miss grant professor get work"
"76945","DOCTOR3"," Jo. Look, the key to everything lies here in this room. These tablets, Professor Sondergaard's records. I must find the answer. ","look key everything lie room tablet professor sondergaard record must find answer"
"76947","DOCTOR3"," We shall have time. ","shall time"
"76949","DOCTOR3"," Jo, please. Please, don't argue with me. I'll join you later. ","please please argue join later"
"76953","DOCTOR3"," Yes, well, they aren't numbers, so it can't be a code. Let's try something else. Fire, earth, air, water. No, all right, that's no good. ","yes well number code let try something else fire earth air water right good"
"76955","DOCTOR3"," Yes, but the process keeps repeating itself. What process repeats itself? ","yes process keep repeat process repeat"
"76957","DOCTOR3"," Life in some form will always go on. ","life form always"
"76962","DOCTOR3"," It must be a code of some kind. It must. Eureka, it's a calendar! Spring, summer, autumn, winter. ","must code kind must eureka calendar spring summer autumn winter"
"76964","DOCTOR3"," Well, it may not tilt, Professor, but it could move closer. Look, these ellipses here, they're the orbits. ","well may tilt professor could move closer look ellipses orbit"
"76966","DOCTOR3"," Then the seasons must be five hundred years long. ","season must five hundred year long"
"76968","DOCTOR3"," See, these signs here. They only appear in the summer. And these little matchstick men here only appear in the spring. ","see sign appear summer little matchstick men appear spring"
"76970","DOCTOR3"," Yes, like small sun symbols. Well, yes, but that's it! That that's what I said. That's radiation. That's thaesium radiation! So that's why they sent me here. Professor, I want you to take me to that place where you found Jo Grant. ","yes like small sun symbol well yes say radiation thaesium radiation send professor want take place find grant"
"76972","DOCTOR3"," Any man, perhaps.   Hurry, Professor.","man perhaps hurry professor"
"76991","DOCTOR3"," Right, there it is. How do we move it? ","right move"
"76993","DOCTOR3"," This way. Right? ","way right"
"76995","DOCTOR3"," Your helmet, Professor. Your helmet, man! ","helmet professor helmet man"
"76997","DOCTOR3"," Don't worry about me. I've already prepared myself. Ready? Come on. ","worry already prepared ready come"
"76998","DOCTOR3"," It's magnificent. It's like a cathedral.","magnificent like cathedral"
"77001","DOCTOR3"," Come on, we've got to get to the heart of it. ","come get get heart"
"77031","DOCTOR3"," Yes, of course. The Solonians are meant to mutate. The mutation is part of it. A part of an evolution. They're meant to change as their environment changes every five hundred years. A life cycle unique in the history of the universe. And now, thanks to the Marshal, threatened with extinction. ","yes course solonians meant mutate mutation part part evolution mean change environment change every five hundred year life cycle unique history universe thanks marshal threaten extinction"
"77033","DOCTOR3"," No, it's a metamorphosis, an adaptive change. The mutants, as we know them, are an intermediate form. ","metamorphosis adaptive change mutant know intermediate form"
"77035","DOCTOR3"," Exactly. The radiation cave is the key to that. ","exactly radiation cave key"
"77037","DOCTOR3"," Yes. It must play a vital part in the process, but what? ","yes must play vital part process"
"77039","DOCTOR3"," That's the extraordinary thing about it. It shows absolutely no radioactivity at all. Here, try it for yourself. ","extraordinary thing show absolutely radioactivity try"
"77041","DOCTOR3"," Apparently not. If only we could analyse it and find out its true function. ","apparently could analyse find true function"
"77043","DOCTOR3"," Skybase. Jaeger's lab. ","skybase jaeger lab"
"77073","DOCTOR3"," It's rockets! That fool Jaeger's bombarding the planet with rockets. It seems to have died down for the moment. Let's get out of here and find Miss Grant and the others.","rocket fool jaeger bombard planet rocket seem died moment let get find miss grant others"
"77081","DOCTOR3"," No. Well, he said he was going to attack Skybase. If he ran into any of the others. Come on. Let's make for the transfer station.","well say go attack skybase run others come let make transfer station"
"77119","DOCTOR3"," It's started already. Contamination from the ionisation crystals. We've got to get out of here, Sondergaard. ","start already contamination ionisation crystal get get sondergaard"
"77121","DOCTOR3"," My dear chap, I wouldn't hear of it. ","dear chap hear"
"77123","DOCTOR3"," Yes, all right. You take care, all right? ","yes right take care right"
"77136","DOCTOR3"," Hello, Jo. Now then, we'll soon get you out of this. ","hello soon get"
"77139","DOCTOR3"," Well, what do you want? ","well want"
"77145","DOCTOR3"," Yes, only too easily. ","yes easily"
"77151","DOCTOR3"," Marshal, you are quite mad. ","marshal quite mad"
"77154","DOCTOR3"," Well, I gather that you've made a complete hash of things. ","well gather make complete hash thing"
"77156","DOCTOR3"," Mmm hmm. ","mmm hmm"
"77158","DOCTOR3"," Well, whatever we do, we're bound to leave a few bald patches. ","well whatever bound leave bald patch"
"77160","DOCTOR3"," Oh, no. No, no, of course not. You were simply obeying orders. That's a common excuse, Professor. Right, now I'll need a macrovisor. The strongest one you've got. ","course simply obey order common excuse professor right need macrovisor strongest one get"
"77162","DOCTOR3"," The one you use in the transfer system? ","one use transfer system"
"77164","DOCTOR3"," Well, we've got to use it. We'll have to train it on each affected area in turn, like a searchlight. ","well get use train affect area turn like searchlight"
"77166","DOCTOR3"," I am, Jaeger, I am. But we shall need the beam to transfer the effect from this laboratory to the contaminated areas. ","jaeger shall need beam transfer effect laboratory contaminate area"
"77168","DOCTOR3"," Well, we can hardly set it up on the surface of the planet now, can we? You've seen to that. ","well hardly set surface planet see"
"77172","DOCTOR3"," Look, for heaven's sake, stop dilly-dallying and let's get on with it. These unstable reactions are dangerous. I shall need some equipment. If we don't come up with an effective control system, we'll particle reverse Skybase and we'll be in a bigger mess than we were before.","look heaven sake stop dilly dally let get unstable reaction dangerous shall need equipment come effective control system particle reverse skybase big mess"
"77215","DOCTOR3"," Huh? Oh, right. Carry on. ","huh right carry"
"77219","DOCTOR3"," You do realise, Professor, that the slightest accident in this stage of the proceedings.   Tut, tut, tut. The slightest accident in this stage of the proceedings and we'd all reverse instantly into antimatter. Blasted out to the other side of the universe, as a flash of electromagnetic radiation. We'll all become unpeople, undoing unthings untogether. Fascinating.   Got it. Right, all we've got to do is switch on now and see what happens. Or unhappens as the case may be. All right, lower away, will you?   By the way, I didn't tell you, did I, Professor Sondergaard and I think we've discovered the secret behind the mutations. It's not a disease at all.","realise professor slight accident stage proceeding tut tut tut slight accident stage proceeding reverse instantly antimatter blast side universe flash electromagnetic radiation become unpeople undoing unthings untogether fascinate get right get switch see happen unhappens case may right low away way tell professor sondergaard think discover secret behind mutation disease"
"77223","DOCTOR3"," Now let it build up, Professor. More. More. ","let build professor"
"77225","DOCTOR3"," Right. Now here goes. Activation beginning.   What's the reading? ","right go activation begin read"
"77227","DOCTOR3"," The nitrogen isotope level? ","nitrogen isotope level"
"77229","DOCTOR3"," Good, then that's how it stays. ","good stay"
"77234","DOCTOR3"," Well, Marshal, it seems as if your superiors have arrived. What are you going to do now? ","well marshal seem superior arrive go"
"77267","DOCTOR3"," Perhaps I can explain. ","perhaps explain"
"77287","DOCTOR3"," He means they were all plague victims. They use the caves as a refuge. ","mean plague victim use cave refuge"
"77292","DOCTOR3"," Yes. Mutant natives, sir. It's a local term. Medically speaking, accelerated genetic metamorphosis. ","yes mutant native sir local term medically speak accelerate genetic metamorphosis"
"77296","DOCTOR3"," Practically everything. ","practically everything"
"77298","DOCTOR3"," Yes, sir. Yes, I would.","yes sir yes would"
"77328","DOCTOR3"," Investigator, these are the missing witnesses. Jo, Miss Grant here, is my assistant, kept hostage ","investigator miss witness miss grant assistant keep hostage"
"77330","DOCTOR3"," Kept hostage to ensure my cooperation in this travesty of justice. Investigator, I accuse that man and that man of the most brutal and callous series of crimes against a defenceless people it's ever been my misfortune to encounter.","kept hostage ensure cooperation travesty justice investigator accuse man man brutal callous series crime defenceless people ever misfortune encounter"
"77332","DOCTOR3"," You destroyed these poor people for no reason at all. ","destroyed poor people reason"
"77334","DOCTOR3"," Not died, Marshal, changed. ","die marshal change"
"77336","DOCTOR3"," Duty? Your idea of duty was to keep this planet for yourself. ","duty idea duty keep planet"
"77338","DOCTOR3"," Need I say more, Investigator? ","need say investigator"
"77340","DOCTOR3"," Yes, yes, of course. ","yes yes course"
"77342","DOCTOR3"," Er, no, I'm sorry, sir, I forgot. The tablets are in the care of Professor Sondergaard. ","sorry sir forget tablet care professor sondergaard"
"77344","DOCTOR3"," I'm not sure, sir. Somewhere on the surface of Solos, I believe. ","sure sir somewhere surface solo believe"
"77346","DOCTOR3"," Well, I can only reassure you that ","well reassure"
"77348","DOCTOR3"," As I say, I can assure you, sir, that conclusive evidence does exist. ","say assure sir conclusive evidence exist"
"77350","DOCTOR3"," This present mutation is one of a series of adaptive changes, sir. Solos is moving out of spring into summer, and that is why the Solonians are changing. ","present mutation one series adaptive change sir solo move spring summer solonians change"
"77352","DOCTOR3"," This, sir, this is Professor Sondergaard, who's worked and lived on Solos for many years. He can tell you better than I what the Marshal has been doing there. ","sir professor sondergaard work live solos many year tell well marshal"
"77354","DOCTOR3"," Don't worry, Professor. We're holding a much needed investigation. Thank heavens you've arrived just in time to tell the Investigator of our discoveries. ","worry professor hold much need investigation thank heavens arrived time tell investigator discovery"
"77376","DOCTOR3"," Jo, take this key. Lock the door. ","take key lock door"
"77379","DOCTOR3"," Yes, yes, of course.   Yes. Now, all we've got to do is analyse its structure. ","yes yes course yes get analyse structure"
"77381","DOCTOR3"," Yes, well, we haven't got hours, but we do have this. It will help me to accelerate the process, I think. ","yes well get hour help accelerate process think"
"77383","DOCTOR3"," I'm being as quick as I can, Jo.   Yes, of course. Of course! The crystal acts as a bio-catalytic agent. Sondergaard, take this crystal to Ky immediately. But what about the thaesium radiation? Surely that's the vital part of the process? ","quick yes course course crystal act bio catalytic agent sondergaard take crystal immediately thaesium radiation surely vital part process"
"77385","DOCTOR3"," Well, what else can we do? We must try it. If we hope to achieve a successful mutation, that is. ","well else must try hope achieve successful mutation"
"77387","DOCTOR3"," So, you've managed to wriggle out of trouble, have you? ","manage wriggle trouble"
"77389","DOCTOR3"," Congratulations. Well, what do you want now? ","congratulation well want"
"77414","DOCTOR3"," It's all right, Investigator. He's quite mad. ","right investigator quite mad"
"77416","DOCTOR3"," Almost. And my companions? ","almost companion"
"77433","DOCTOR3"," You do realise, Marshal, that you're about to destroy a life form unique in the history of the universe? ","realise marshal destroy life form unique history universe"
"77437","DOCTOR3"," Change of heart, Marshal? ","change heart marshal"
"77440","DOCTOR3"," Get down.   Right, out! ","get right"
"77443","DOCTOR3"," Professor Sondergaard has agreed to stay on Solos and see as many of the Solonians as possible through to the stage that Ky has already achieved. ","professor sondergaard agree stay solos see many solonians possible stage already achieve"
"77445","DOCTOR3"," They were premature mutations, Jo. The cycle of changes was triggered off too soon. Rather like butterflies that hatch out on a cold spring day. Their instincts were too confused to seek out and use the crystal. ","premature mutation cycle change trigger soon rather like butterfly hatch cold spring day instinct confuse seek use crystal"
"77455","DOCTOR3"," Yes, yes, of course, but I wonder whether you'd excuse us for the moment, Investigator? My assistant is feeling rather faint. ","yes yes course wonder whether excuse moment investigator assistant feel rather faint"
"77457","DOCTOR3"," No, Jo, no you have been rather overdoing it, you know, and you","rather overdo know"
"77459","DOCTOR3"," You don't look too well. ","look well"
"77461","DOCTOR3"," Come on. Will you excuse us? We'll see you all, later. ","come excuse see later"
"77465","DOCTOR3"," The storage area where we left the Tardis. ","storage area leave tardis"
"77471","DOCTOR3"," Yes, well at least we've made a clean sweep of this place.   No? ","yes well least make clean sweep place"
"77477","DOCTOR3"," Oh. Oh, I must have been dreaming. ","must dream"
"77479","DOCTOR3"," Yes. Volcanoes and earthquakes.   Thank you. I enjoyed that. ","yes volcano earthquake thank enjoy"
"77481","DOCTOR3"," Oh, no. No, that'll have to wait. No, this is far more important. It might make all the difference the next time he turns up. ","wait far important might make difference next time turn"
"77483","DOCTOR3"," The Master, of course. Jo, now listen to me. I want you to find out as quickly as possible if there have been any volcanic eruptions or severe earthquakes recently. It doesn't matter where. Anywhere in the world. ","master course listen want find quickly possible volcanic eruption severe earthquake recently matter anywhere world"
"77485","DOCTOR3"," Believe me, this is no matter for jokes. ","believe matter joke"
"77487","DOCTOR3"," Does it say anything about a crystal? ","say anything crystal"
"77491","DOCTOR3"," It was in my dream, Jo. There was a large crystal, shaped like a trident.","dream large crystal shape like trident"
"77520","DOCTOR3"," Thera. It doesn't mean a thing to me. ","thera mean thing"
"77522","DOCTOR3"," Oh, let's forget all about it, Jo, shall we? I just had a nightmare, that's all. ","let forget shall nightmare"
"77528","DOCTOR3"," Yes, I heard what you said, but you said Atlantis. Why Atlantis? ","yes heard say say atlantis atlantis"
"77530","DOCTOR3"," Give me that map, Captain Yates. ","give map captain yates"
"77532","DOCTOR3"," Of course. Of course. ","course course"
"77536","DOCTOR3"," Jo, get me the Brigadier, will you? ","get brigadier"
"77542","DOCTOR3"," Hello, Brigadier? It's the Doctor here. Now listen to me. I want you to put out a world wide warning. Alert all your precious UNIT HQ's, not that it'll do any good. ","hello brigadier doctor listen want put world wide warning alert precious unit good"
"77544","DOCTOR3"," The Master. I've just seen him. ","master see"
"77546","DOCTOR3"," In a dream. Not half an hour ago. ","dream half hour ago"
"77548","DOCTOR3"," Priority Z one hundred and forty four, I suppose? ","priority one hundred forty four suppose"
"77550","DOCTOR3"," Look, I tell you, Brigadier, there is grave danger. ","look tell brigadier grave danger"
"77552","DOCTOR3"," Well, I'm not sure, but in my dream I quite clearly saw ","well sure dream quite clearly saw"
"77554","DOCTOR3"," No, I can't go anywhere at the moment. I'm far too busy. ","anywhere moment far busy"
"77557","DOCTOR3"," No, certainly not, Jo. I shall need you here with me. ","certainly shall need"
"77562","DOCTOR3"," Transmission Of Matter Through Interstitial Time. ","transmission matter interstitial time"
"77621","DOCTOR3"," Extraordinary. I could have sworn I'd told you. It's a time sensor. ","extraordinary could swear told time sensor"
"77625","DOCTOR3"," Mmm hmm? ","mmm hmm"
"77627","DOCTOR3"," Well done, Jo. You're learning. Exactly what you need if you happen to be looking for a Tardis. ","well do learn exactly need happen look tardis"
"77629","DOCTOR3"," Or any other time machine, for that matter. So, if the Master turns up again ","time machine matter master turn"
"77631","DOCTOR3"," As you so rightly say, Bingo.","rightly say bingo"
"77643","DOCTOR3"," No, no. You just keep your eye on those dials. ","keep eye dial"
"77645","DOCTOR3"," Well of course it's working. Now make a note of the readings, will you? ","well course work make note reading"
"77652","DOCTOR3"," Oh, that's Venusian feet. ","venusian foot"
"77654","DOCTOR3"," Oh yeah, much larger. Always tripping over themselves, the Venusians. Good, that's good. ","yeah much large always trip venusians good good"
"77660","DOCTOR3"," That's impossible unless ","impossible unless"
"77662","DOCTOR3"," Another Tardis!","another tardis"
"77677","DOCTOR3"," Now, I put it somewhere in that sector there. Anything between fifty and a hundred miles from here. ","put somewhere sector anything fifty hundred mile"
"77679","DOCTOR3"," No, not unless he switches his Tardis on again. ","unless switch tardis"
"77681","DOCTOR3"," If we were a bit nearer and in Bessie. ","bit near bessie"
"77733","DOCTOR3"," Do stop wiffling, Jo, there's a good girl. We're not out on a pleasure jaunt, you know? ","stop wiffling good girl pleasure jaunt know"
"77735","DOCTOR3"," Only, if it is the Master, we can't run the risk of losing him. You just keep your eye on the time sensor. ","master run risk lose keep eye time sensor"
"77741","DOCTOR3"," Well, that's Venusian miles. In Earth miles, that's be about seventy two point seven nine. Let's take a look at the map. Well, we're about here. That should put us somewhere around there. A village called Wootton. ","well venusian mile earth mile seventy two point seven nine let take look map well put somewhere around village call wootton"
"77743","DOCTOR3"," TOM-TIT? Well, if the Master's behind that. What time's the demonstration? ","tom tit well master behind time demonstration"
"77745","DOCTOR3"," We've got to stop it. Hang on tight, Jo. ","get stop hang tight"
"77771","DOCTOR3"," Nonsense! It's perfectly safe. My reactions are ten times faster than yours. Bessie's no ordinary car, remember?   See what I mean? ","nonsense perfectly safe reaction ten time faster bessie ordinary car remember see mean"
"77773","DOCTOR3"," Well, the brakes work by the absorption of inertia, including yours. ","well brake work absorption inertia include"
"77775","DOCTOR3"," Right, come on, Bessie, old girl. It's up to you now. ","right come bessie old girl"
"77794","DOCTOR3"," Right, Jo. Jo?   Oh, good grief. ","right good grief"
"77795","DOCTOR3"," Cut the power! ","cut power"
"77797","DOCTOR3"," Then reverse the polarity! ","reverse polarity"
"77799","DOCTOR3"," Reverse the temporal polarity! ","reverse temporal polarity"
"77811","DOCTOR3"," Twenty five? This man's eighty or more. ","twenty five man eighty"
"77813","DOCTOR3"," On the contrary, Jo, I think we're just in time.","contrary think time"
"77815","DOCTOR3"," Well, what he needs at the moment is rest. We'll get him to the hospital later. He must have been a pretty tough youngster. ","well need moment rest get hospital later must pretty tough youngster"
"77817","DOCTOR3"," Well, lucky for him. Otherwise the shock of the change would have finished him off. ","well lucky otherwise shock change would finish"
"77819","DOCTOR3"," Yes, he'll survive. ","yes survive"
"77824","DOCTOR3"," Well, that's more like it, Jo, but it still isn't the answer, even if the metabolic rate had increased a hundredfold. ","well like still answer even metabolic rate increase hundredfold"
"77826","DOCTOR3"," Well, of course it is. Even if it wasn't, the change in him would have taken seven or eight months, not eight seconds. ","well course even change would take seven eight month eight second"
"77831","DOCTOR3"," Congratulations, Brigadier. I think you've provided the explanation. ","congratulation brigadier think provide explanation"
"77833","DOCTOR3"," The passing of time. That's the only possible answer. Stuart's own personal time speeded up so enormously that his whole physiological life passed by in a moment. But why? How did it happen? ","pass time possible answer stuart personal time speed enormously whole physiological life pass moment happen"
"77837","DOCTOR3"," Thascales. Really, the arrogance of that man is beyond belief. ","thascales really arrogance man beyond belief"
"77839","DOCTOR3"," Perhaps a classical education would have helped you, Brigadier. Thascales is a Greek word. ","perhaps classical education would help brigadier thascales greek word"
"77849","DOCTOR3"," No, no, let him talk. Who did you see, Stuart? Answer me. ","let talk see stuart answer"
"77852","DOCTOR3"," Look, answer me, Stuart. Who did you see? ","look answer stuart see"
"77856","DOCTOR3"," Be quiet, both of you. Now answer me. Who did you see? Answer me! ","quiet answer see answer"
"77858","DOCTOR3"," Kronos! Yes, of course. I should have known. Doctor Ingram, I want you to come with me. I want you to tell me everything that you know about that machine of yours. ","kronos yes course know doctor ingram want come want tell everything know machine"
"77860","DOCTOR3"," No, no, you stay here with Stuart. Phone me immediately he starts talking again. ","stay stuart phone immediately start talk"
"77862","DOCTOR3"," Brigadier, don't hang about. I have a job for you too, you know.","brigadier hang job know"
"77907","DOCTOR3"," Good, good. ","good good"
"77909","DOCTOR3"," Because I must find out whether I'm right, that's why. Now where's the crystal? ","must find whether right crystal"
"77912","DOCTOR3"," The crystal of Kronos. So I am right. ","crystal kronos right"
"77914","DOCTOR3"," Well, it'll be difficult to accept, I warn you. ","well difficult accept warn"
"77916","DOCTOR3"," Well, luckily you are already familiar with the idea of stepping outside of space-time. ","well luckily already familiar idea step outside space time"
"77918","DOCTOR3"," And I've lived with it for many long years. I've been there. ","live many long year"
"77920","DOCTOR3"," Yes, I have. Strange place it is, too. A place that is no place. A dangerous place where creatures love beyond your wildest imagination. Kronovores, time eaters. They swallow a life as quickly as a boa constrictor can swallow a rabbit, fur and all. ","yes strange place place place dangerous place creature love beyond wild imagination kronovores time eater swallow life quickly boa constrictor swallow rabbit fur"
"77922","DOCTOR3"," I am. The most fearsome of the lot.","fearsome lot"
"77928","DOCTOR3"," Yes, exactly. And what's more, one of those children in the legend was Poseidon, the god of Atlantis. ","yes exactly one child legend poseidon god atlantis"
"77930","DOCTOR3"," Well, yes and no. Extraordinary people, the Atlanteans, you know. Even more extraordinary than their cousins in Athens. Once reality became unbearable for them, they would invent a legend to tame it. ","well yes extraordinary people atlanteans know even extraordinary cousin athens reality become unbearable would invent legend tame"
"77932","DOCTOR3"," Quite so. Kronos, a living creature, was drawn at a time by the priests of Atlantis, using that crystal as its centre. ","quite kronos living creature drawn time priests atlantis use crystal centre"
"77934","DOCTOR3"," It is, and your friend the professor, is trying to use that crystal, as it was used four thousand years ago, to capture the Kronavore. ","friend professor try use crystal use four thousand year ago capture kronavore"
"77937","DOCTOR3"," Not just danger to our world, Sergeant, or even our galaxy, but to the entire created universe.","danger world sergeant even galaxy entire create universe"
"77942","DOCTOR3"," There are two things I don't quite understand, though. One is the massive power build up that you had, and the second is the strength of the signal that I received on the time sensor. ","two thing quite understand though one massive power build second strength signal receive time sensor"
"77944","DOCTOR3"," Yes, indeed it does. The strength of the signal was far too strong for an apparatus as crude as this. However. Ah. ","yes indeed strength signal far strong apparatus crude however"
"77946","DOCTOR3"," Yes. Well, I thought it would be around here somewhere.   This, Sergeant, is the Master's Tardis.","yes well thought would around somewhere sergeant master tardis"
"77954","DOCTOR3"," Logically, it just shouldn't happen. ","logically happen"
"77956","DOCTOR3"," Yes, indeed it did. So, there's only one thing left for us to do. Wouldn't you agree, Sergeant? ","yes indeed one thing leave agree sergeant"
"77958","DOCTOR3"," Switch on, and take a look for ourselves. ","switch take look"
"77960","DOCTOR3"," It's reading ten already. ","read ten already"
"77963","DOCTOR3"," Sergeant, now you're a strong young man. Go in there and pick up that crystal, will you? ","sergeant strong young man pick crystal"
"77965","DOCTOR3"," It's perfectly safe at this low level. Believe me. ","perfectly safe low level believe"
"77969","DOCTOR3"," No, it isn't, you know. You can see it isn't. ","know see"
"77971","DOCTOR3"," No. No, of course you can't. And do you know why you can't shift it? Because that crystal isn't really here at all. It's made the jump through interstitial time. It must to be linked to that other crystal all those thousands of years ago. Or rather it is the other crystal. ","course know shift crystal really make jump interstitial time must link crystal thousand year ago rather crystal"
"77973","DOCTOR3"," Where do you think? In Atlantis, of course.","think atlantis course"
"77977","DOCTOR3"," All right. Tell her that I'm on my way. You'd better stay here, Sergeant. ","right tell way well stay sergeant"
"77979","DOCTOR3"," Coming, Ruth? Er, Doctor Ingram? ","come ruth doctor ingram"
"78012","DOCTOR3"," Go on, old chap. Go on, you're doing fine. ","old chap fine"
"78014","DOCTOR3"," Why did you say Kronos? ","say kronos"
"78020","DOCTOR3"," It's a race memory. We all have them. ","race memory"
"78022","DOCTOR3"," Later, Jo, later. Go on, Stuart, what else? ","later later stuart else"
"78024","DOCTOR3"," I'm sorry, Stuart. I just don't know. But I promise you that we'll do everything we possibly can to help you.","sorry stuart know promise everything possibly help"
"78099","DOCTOR3"," Rest. That's all you need at the moment, until your body recovers from the shock. ","rest need moment body recovers shock"
"78108","DOCTOR3"," Are you sure he said he was from Atlantis?","sure say atlantis"
"78111","DOCTOR3"," Brigadier, wait! ","brigadier wait"
"78114","DOCTOR3"," A massive feedback of time. Jo, it's too late. Kronos is coming.","massive feedback time late kronos come"
"78120","DOCTOR3"," Just as I thought. They've run right into trouble. Jo, you stay here.   She'll be all right now she's outside the limit. ","think run right trouble stay right outside limit"
"78131","DOCTOR3"," There's really no time to explain now. Benton, take the chair. Everybody inside. Quick.","really time explain benton take chair everybody inside quick"
"78172","DOCTOR3"," Nothing at all. There's nothing to be done except wait. ","nothing nothing do except wait"
"78174","DOCTOR3"," Speaking personally, I'd love a cup of tea. How about it, Stuart? ","speak personally love cup tea stuart"
"78180","DOCTOR3"," A great deal. For instance, you, Brigadier, you were caught in a hiatus in time. Being without becoming. An ontological absurdity. ","great deal instance brigadier catch hiatus time without become ontological absurdity"
